country,year,sex,age,suicides_no,population,taux_suicide_100k,decennie
Austria,2011,Femme,75+ ans,58,431128,13.453081219498618,2010-2015
Austria,2011,Homme,15-24 ans,67,518095,12.931991237128326,2010-2015
Austria,2011,Homme,25-34 ans,97,546027,17.76468929192146,2010-2015
Austria,2011,Homme,35-54 ans,336,1292255,26.001060162274477,2010-2015
Austria,2011,Homme,5-14 ans,3,428198,0.7006104652520563,2010-2015
Austria,2011,Homme,55-74 ans,276,855700,32.25429472946126,2010-2015
Austria,2011,Homme,75+ ans,196,245207,79.93246522326035,2010-2015
Austria,2012,Femme,15-24 ans,6,497838,1.205211333807383,2010-2015
Austria,2012,Femme,25-34 ans,20,547787,3.651054150609635,2010-2015
Austria,2012,Femme,35-54 ans,87,1283769,6.776920146848849,2010-2015
Austria,2012,Femme,5-14 ans,1,402730,0.24830531621682017,2010-2015
Austria,2012,Femme,55-74 ans,99,962372,10.287082334066245,2010-2015
Austria,2012,Femme,75+ ans,76,430436,17.65651571894544,2010-2015
Austria,2012,Homme,15-24 ans,66,519503,12.704450214916951,2010-2015
Austria,2012,Homme,25-34 ans,99,553047,17.90082940509577,2010-2015
Austria,2012,Homme,35-54 ans,332,1286522,25.80601031307665,2010-2015
Austria,2012,Homme,5-14 ans,3,422849,0.7094731216107878,2010-2015
Austria,2012,Homme,55-74 ans,298,874391,34.08086313788682,2010-2015
Austria,2012,Homme,75+ ans,189,250032,75.59032443847188,2010-2015
Austria,2013,Femme,15-24 ans,20,496526,4.027986449853582,2010-2015
Austria,2013,Femme,25-34 ans,25,556475,4.492564805247316,2010-2015
Austria,2013,Femme,35-54 ans,94,1279480,7.346734610935692,2010-2015
Austria,2013,Femme,5-14 ans,3,400256,0.7495203070035178,2010-2015
Austria,2013,Femme,55-74 ans,118,981829,12.018386093708783,2010-2015
Austria,2013,Femme,75+ ans,64,431074,14.846638860149302,2010-2015
Austria,2013,Homme,15-24 ans,54,518852,10.407592145737127,2010-2015
Austria,2013,Homme,25-34 ans,75,563630,13.306601848730551,2010-2015
Austria,2013,Homme,35-54 ans,317,1282009,24.72681549037487,2010-2015
Austria,2013,Homme,5-14 ans,1,420342,0.2379015182874897,2010-2015
Austria,2013,Homme,55-74 ans,299,893602,33.46008625764043,2010-2015
Austria,2013,Homme,75+ ans,221,255540,86.48352508413556,2010-2015
Austria,2014,Femme,15-24 ans,17,493605,3.4440493917200996,2010-2015
Austria,2014,Femme,25-34 ans,29,566622,5.118050481626199,2010-2015
Austria,2014,Femme,35-54 ans,93,1276047,7.288132803885751,2010-2015
Austria,2014,Femme,5-14 ans,0,399408,0,2010-2015
Austria,2014,Femme,55-74 ans,108,993973,10.865486285844787,2010-2015
Austria,2014,Femme,75+ ans,77,442472,17.40223110162903,2010-2015
Austria,2014,Homme,15-24 ans,79,516580,15.292887839250454,2010-2015
Austria,2014,Homme,25-34 ans,100,576126,17.35731419863016,2010-2015
Austria,2014,Homme,35-54 ans,321,1280204,25.074128810720794,2010-2015
Austria,2014,Homme,5-14 ans,2,419646,0.47659217530966574,2010-2015
Austria,2014,Homme,55-74 ans,282,906857,31.09641321619616,2010-2015
Austria,2014,Homme,75+ ans,206,269625,76.40241075567918,2010-2015
Austria,2015,Femme,15-24 ans,19,490742,3.8716881783095802,2010-2015
Austria,2015,Femme,25-34 ans,21,576661,3.6416542821519053,2010-2015
Austria,2015,Femme,35-54 ans,79,1273034,6.205647296144486,2010-2015
Austria,2015,Femme,5-14 ans,1,400831,0.24948170176458406,2010-2015
Austria,2015,Femme,55-74 ans,100,998854,10.01147314822787,2010-2015
Austria,2015,Femme,75+ ans,70,461676,15.162148346459421,2010-2015
Austria,2015,Homme,15-24 ans,61,519646,11.738760617805198,2010-2015
Austria,2015,Homme,25-34 ans,78,590968,13.198684192714326,2010-2015
Austria,2015,Homme,35-54 ans,313,1279822,24.456525985644877,2010-2015
Austria,2015,Homme,5-14 ans,1,421708,0.23713090574520757,2010-2015
Austria,2015,Homme,55-74 ans,294,915115,32.1271097075231,2010-2015
Austria,2015,Homme,75+ ans,214,290329,73.70948131257987,2010-2015
Austria,2016,Femme,15-24 ans,22,488020,4.508011966722675,NA
Austria,2016,Femme,25-34 ans,18,585913,3.072128455931171,NA
Austria,2016,Femme,35-54 ans,95,1273241,7.461274024320611,NA
Austria,2016,Femme,5-14 ans,2,406212,0.4923537463196558,NA
Austria,2016,Femme,55-74 ans,99,1009403,9.807777468464034,NA
Austria,2016,Femme,75+ ans,61,478267,12.754381966558428,NA
Austria,2016,Homme,15-24 ans,58,525977,11.027098143074697,NA
Austria,2016,Homme,25-34 ans,86,605922,14.193245995359138,NA
Austria,2016,Homme,35-54 ans,260,1281202,20.293443188505794,NA
Austria,2016,Homme,5-14 ans,1,428370,0.2334430515675701,NA
Austria,2016,Homme,55-74 ans,290,928992,31.216630498432707,NA
Austria,2016,Homme,75+ ans,212,307692,68.9000689000689,NA
Azerbaijan,1981,Femme,15-24 ans,15,742400,2.0204741379310343,1980-1989
Azerbaijan,1981,Femme,25-34 ans,13,423900,3.066761028544468,1980-1989
Azerbaijan,1981,Femme,35-54 ans,32,605500,5.284888521882742,1980-1989
Azerbaijan,1981,Femme,5-14 ans,2,688000,0.2906976744186046,1980-1989
Azerbaijan,1981,Femme,55-74 ans,29,303100,9.567799406136588,1980-1989
Azerbaijan,1981,Femme,75+ ans,8,92500,8.64864864864865,1980-1989
Azerbaijan,1981,Homme,15-24 ans,39,760500,5.128205128205128,1980-1989
Azerbaijan,1981,Homme,25-34 ans,38,399900,9.502375593898474,1980-1989
Azerbaijan,1981,Homme,35-54 ans,79,577000,13.691507798960139,1980-1989
Azerbaijan,1981,Homme,5-14 ans,4,711100,0.5625087891998312,1980-1989
Azerbaijan,1981,Homme,55-74 ans,20,184900,10.816657652785288,1980-1989
Azerbaijan,1981,Homme,75+ ans,8,43600,18.34862385321101,1980-1989
Azerbaijan,1982,Femme,15-24 ans,16,747700,2.139895680085596,1980-1989
Azerbaijan,1982,Femme,25-34 ans,12,456000,2.6315789473684212,1980-1989
Azerbaijan,1982,Femme,35-54 ans,13,606800,2.142386288727752,1980-1989
Azerbaijan,1982,Femme,5-14 ans,3,679700,0.44137119317345885,1980-1989
Azerbaijan,1982,Femme,55-74 ans,21,313400,6.700701978302488,1980-1989
Azerbaijan,1982,Femme,75+ ans,15,94500,15.873015873015873,1980-1989
Azerbaijan,1982,Homme,15-24 ans,29,764900,3.791345273892012,1980-1989
Azerbaijan,1982,Homme,25-34 ans,29,429700,6.748894577612288,1980-1989
Azerbaijan,1982,Homme,35-54 ans,61,576300,10.584764879403089,1980-1989
Azerbaijan,1982,Homme,5-14 ans,0,703900,0,1980-1989
Azerbaijan,1982,Homme,55-74 ans,30,198000,15.151515151515152,1980-1989
Azerbaijan,1982,Homme,75+ ans,10,43600,22.93577981651376,1980-1989
Azerbaijan,1985,Femme,15-24 ans,13,737100,1.763668430335097,1980-1989
Azerbaijan,1985,Femme,25-34 ans,14,551400,2.538991657598839,1980-1989
Azerbaijan,1985,Femme,35-54 ans,25,611600,4.087638979725311,1980-1989
Azerbaijan,1985,Femme,5-14 ans,0,673400,0,1980-1989
Azerbaijan,1985,Femme,55-74 ans,17,349200,4.868270332187858,1980-1989
Azerbaijan,1985,Femme,75+ ans,9,100700,8.937437934458789,1980-1989
Azerbaijan,1985,Homme,15-24 ans,30,736800,4.071661237785016,1980-1989
Azerbaijan,1985,Homme,25-34 ans,28,522900,5.35475234270415,1980-1989
Azerbaijan,1985,Homme,35-54 ans,62,574400,10.793871866295264,1980-1989
Azerbaijan,1985,Homme,5-14 ans,2,703300,0.2843736669984359,1980-1989
Azerbaijan,1985,Homme,55-74 ans,36,246500,14.60446247464503,1980-1989
Azerbaijan,1985,Homme,75+ ans,8,44800,17.857142857142858,1980-1989
Azerbaijan,1986,Femme,15-24 ans,15,721100,2.0801553182637638,1980-1989
Azerbaijan,1986,Femme,25-34 ans,16,583700,2.7411341442521846,1980-1989
Azerbaijan,1986,Femme,35-54 ans,22,619500,3.5512510088781273,1980-1989
Azerbaijan,1986,Femme,5-14 ans,2,678200,0.29489826010026543,1980-1989
Azerbaijan,1986,Femme,55-74 ans,22,359400,6.121313299944352,1980-1989
Azerbaijan,1986,Femme,75+ ans,5,101700,4.916420845624385,1980-1989
Azerbaijan,1986,Homme,15-24 ans,34,720400,4.719600222098834,1980-1989
Azerbaijan,1986,Homme,25-34 ans,26,550200,4.725554343874955,1980-1989
Azerbaijan,1986,Homme,35-54 ans,56,579800,9.658502932045534,1980-1989
Azerbaijan,1986,Homme,5-14 ans,3,708900,0.4231908590774439,1980-1989
Azerbaijan,1986,Homme,55-74 ans,26,260500,9.980806142034549,1980-1989
Azerbaijan,1986,Homme,75+ ans,8,44900,17.817371937639198,1980-1989
Azerbaijan,1987,Femme,15-24 ans,14,706400,1.9818799546998866,1980-1989
Azerbaijan,1987,Femme,25-34 ans,20,614000,3.2573289902280127,1980-1989
Azerbaijan,1987,Femme,35-54 ans,19,628200,3.0245144858325372,1980-1989
Azerbaijan,1987,Femme,5-14 ans,0,685000,0,1980-1989
Azerbaijan,1987,Femme,55-74 ans,22,370800,5.93311758360302,1980-1989
Azerbaijan,1987,Femme,75+ ans,11,102800,10.700389105058365,1980-1989
Azerbaijan,1987,Homme,15-24 ans,36,707200,5.090497737556561,1980-1989
Azerbaijan,1987,Homme,25-34 ans,33,574400,5.745125348189415,1980-1989
Azerbaijan,1987,Homme,35-54 ans,52,586600,8.864643709512444,1980-1989
Azerbaijan,1987,Homme,5-14 ans,7,717800,0.9752020061298411,1980-1989
Azerbaijan,1987,Homme,55-74 ans,34,275400,12.345679012345679,1980-1989
Azerbaijan,1987,Homme,75+ ans,6,45300,13.245033112582782,1980-1989
Azerbaijan,1988,Femme,15-24 ans,14,692900,2.020493577716842,1980-1989
Azerbaijan,1988,Femme,25-34 ans,13,643500,2.0202020202020203,1980-1989
Azerbaijan,1988,Femme,35-54 ans,21,635300,3.305524948843066,1980-1989
Azerbaijan,1988,Femme,5-14 ans,0,695000,0,1980-1989
Azerbaijan,1988,Femme,55-74 ans,22,383000,5.7441253263707575,1980-1989
Azerbaijan,1988,Femme,75+ ans,11,103400,10.638297872340425,1980-1989
Azerbaijan,1988,Homme,15-24 ans,31,699300,4.433004433004434,1980-1989
Azerbaijan,1988,Homme,25-34 ans,34,595500,5.709487825356843,1980-1989
Azerbaijan,1988,Homme,35-54 ans,44,591800,7.434944237918216,1980-1989
Azerbaijan,1988,Homme,5-14 ans,1,730300,0.13693002875530605,1980-1989
Azerbaijan,1988,Homme,55-74 ans,29,290500,9.982788296041308,1980-1989
Azerbaijan,1988,Homme,75+ ans,12,45800,26.200873362445414,1980-1989
Azerbaijan,1989,Femme,15-24 ans,9,671200,1.3408820023837902,1980-1989
Azerbaijan,1989,Femme,25-34 ans,12,661600,1.8137847642079807,1980-1989
Azerbaijan,1989,Femme,35-54 ans,25,635100,3.9363879703983624,1980-1989
Azerbaijan,1989,Femme,5-14 ans,0,700300,0,1980-1989
Azerbaijan,1989,Femme,55-74 ans,21,384300,5.46448087431694,1980-1989
Azerbaijan,1989,Femme,75+ ans,6,100300,5.982053838484546,1980-1989
Azerbaijan,1989,Homme,15-24 ans,26,686400,3.787878787878788,1980-1989
Azerbaijan,1989,Homme,25-34 ans,30,604900,4.95949743759299,1980-1989
Azerbaijan,1989,Homme,35-54 ans,48,588200,8.160489629377762,1980-1989
Azerbaijan,1989,Homme,5-14 ans,0,737700,0,1980-1989
Azerbaijan,1989,Homme,55-74 ans,34,296800,11.455525606469003,1980-1989
Azerbaijan,1989,Homme,75+ ans,8,44400,18.01801801801802,1980-1989
Azerbaijan,1990,Femme,15-24 ans,4,656800,0.6090133982947625,1990-1999
Azerbaijan,1990,Femme,25-34 ans,7,677800,1.0327530244910004,1990-1999
Azerbaijan,1990,Femme,35-54 ans,6,637700,0.9408812921436412,1990-1999
Azerbaijan,1990,Femme,5-14 ans,0,713400,0,1990-1999
Azerbaijan,1990,Femme,55-74 ans,6,389200,1.5416238437821173,1990-1999
Azerbaijan,1990,Femme,75+ ans,2,99200,2.0161290322580645,1990-1999
Azerbaijan,1990,Homme,15-24 ans,16,682700,2.3436355646696936,1990-1999
Azerbaijan,1990,Homme,25-34 ans,19,613200,3.0984996738421393,1990-1999
Azerbaijan,1990,Homme,35-54 ans,41,587300,6.981099948918781,1990-1999
Azerbaijan,1990,Homme,5-14 ans,1,750400,0.13326226012793177,1990-1999
Azerbaijan,1990,Homme,55-74 ans,11,306200,3.592423252775964,1990-1999
Azerbaijan,1990,Homme,75+ ans,1,42900,2.331002331002331,1990-1999
Azerbaijan,1991,Femme,15-24 ans,8,653100,1.224927269943347,1990-1999
Azerbaijan,1991,Femme,25-34 ans,6,697500,0.8602150537634409,1990-1999
Azerbaijan,1991,Femme,35-54 ans,11,650100,1.6920473773265652,1990-1999
Azerbaijan,1991,Femme,5-14 ans,1,734600,0.1361285053090117,1990-1999
Azerbaijan,1991,Femme,55-74 ans,5,406400,1.2303149606299213,1990-1999
Azerbaijan,1991,Femme,75+ ans,1,99300,1.0070493454179255,1990-1999
Azerbaijan,1991,Homme,15-24 ans,22,687100,3.201862902052103,1990-1999
Azerbaijan,1991,Homme,25-34 ans,29,627800,4.619305511309334,1990-1999
Azerbaijan,1991,Homme,35-54 ans,26,597700,4.3500083654007025,1990-1999
Azerbaijan,1991,Homme,5-14 ans,0,771100,0,1990-1999
Azerbaijan,1991,Homme,55-74 ans,22,323700,6.796416434970652,1990-1999
Azerbaijan,1991,Homme,75+ ans,3,42200,7.109004739336493,1990-1999
Azerbaijan,1992,Femme,15-24 ans,8,643000,1.244167962674961,1990-1999
Azerbaijan,1992,Femme,25-34 ans,10,702900,1.4226774790155072,1990-1999
Azerbaijan,1992,Femme,35-54 ans,4,662800,0.6035003017501509,1990-1999
Azerbaijan,1992,Femme,5-14 ans,0,746700,0,1990-1999
Azerbaijan,1992,Femme,55-74 ans,11,424500,2.5912838633686692,1990-1999
Azerbaijan,1992,Femme,75+ ans,5,97200,5.144032921810699,1990-1999
Azerbaijan,1992,Homme,15-24 ans,23,683300,3.3660178545294897,1990-1999
Azerbaijan,1992,Homme,25-34 ans,24,634300,3.783698565347627,1990-1999
Azerbaijan,1992,Homme,35-54 ans,39,610500,6.388206388206389,1990-1999
Azerbaijan,1992,Homme,5-14 ans,0,784400,0,1990-1999
Azerbaijan,1992,Homme,55-74 ans,18,340500,5.286343612334802,1990-1999
Azerbaijan,1992,Homme,75+ ans,2,40300,4.962779156327543,1990-1999
Azerbaijan,1993,Femme,15-24 ans,6,630200,0.952078705172961,1990-1999
Azerbaijan,1993,Femme,25-34 ans,9,697000,1.291248206599713,1990-1999
Azerbaijan,1993,Femme,35-54 ans,10,681600,1.4671361502347418,1990-1999
Azerbaijan,1993,Femme,5-14 ans,1,759300,0.13170025023047544,1990-1999
Azerbaijan,1993,Femme,55-74 ans,6,443000,1.3544018058690745,1990-1999
Azerbaijan,1993,Femme,75+ ans,4,96100,4.162330905306972,1990-1999
Azerbaijan,1993,Homme,15-24 ans,22,677400,3.2477118393858873,1990-1999
Azerbaijan,1993,Homme,25-34 ans,20,636000,3.144654088050314,1990-1999
Azerbaijan,1993,Homme,35-54 ans,20,628400,3.1826861871419476,1990-1999
Azerbaijan,1993,Homme,5-14 ans,1,797900,0.12532898859506203,1990-1999
Azerbaijan,1993,Homme,55-74 ans,17,356800,4.76457399103139,1990-1999
Azerbaijan,1993,Homme,75+ ans,3,38900,7.712082262210797,1990-1999
Azerbaijan,1994,Femme,15-24 ans,3,622200,0.4821600771456123,1990-1999
Azerbaijan,1994,Femme,25-34 ans,4,686900,0.5823263939438056,1990-1999
Azerbaijan,1994,Femme,35-54 ans,6,705400,0.8505812305075136,1990-1999
Azerbaijan,1994,Femme,5-14 ans,0,774700,0,1990-1999
Azerbaijan,1994,Femme,55-74 ans,5,456200,1.0960105217010083,1990-1999
Azerbaijan,1994,Femme,75+ ans,1,95800,1.0438413361169103,1990-1999
Azerbaijan,1994,Homme,15-24 ans,3,669100,0.4483634733223733,1990-1999
Azerbaijan,1994,Homme,25-34 ans,3,638600,0.4697776385844034,1990-1999
Azerbaijan,1994,Homme,35-54 ans,11,651400,1.6886705557261283,1990-1999
Azerbaijan,1994,Homme,5-14 ans,0,814500,0,1990-1999
Azerbaijan,1994,Homme,55-74 ans,10,369000,2.710027100271003,1990-1999
Azerbaijan,1994,Homme,75+ ans,1,37400,2.6737967914438503,1990-1999
Azerbaijan,1995,Femme,15-24 ans,0,622300,0,1990-1999
Azerbaijan,1995,Femme,25-34 ans,3,675100,0.4443786105762109,1990-1999
Azerbaijan,1995,Femme,35-54 ans,3,733900,0.4087750374710451,1990-1999
Azerbaijan,1995,Femme,5-14 ans,0,788700,0,1990-1999
Azerbaijan,1995,Femme,55-74 ans,0,463500,0,1990-1999
Azerbaijan,1995,Femme,75+ ans,1,95000,1.0526315789473684,1990-1999
Azerbaijan,1995,Homme,15-24 ans,9,663600,1.3562386980108498,1990-1999
Azerbaijan,1995,Homme,25-34 ans,5,642900,0.7777259293824855,1990-1999
Azerbaijan,1995,Homme,35-54 ans,18,677600,2.656434474616293,1990-1999
Azerbaijan,1995,Homme,5-14 ans,0,829300,0,1990-1999
Azerbaijan,1995,Homme,55-74 ans,8,377400,2.1197668256491786,1990-1999
Azerbaijan,1995,Homme,75+ ans,2,36600,5.46448087431694,1990-1999
Azerbaijan,1996,Femme,15-24 ans,3,624900,0.4800768122899664,1990-1999
Azerbaijan,1996,Femme,25-34 ans,2,669400,0.2987750224081267,1990-1999
Azerbaijan,1996,Femme,35-54 ans,3,751300,0.39930786636496735,1990-1999
Azerbaijan,1996,Femme,5-14 ans,0,796200,0,1990-1999
Azerbaijan,1996,Femme,55-74 ans,2,467600,0.42771599657827203,1990-1999
Azerbaijan,1996,Femme,75+ ans,3,94800,3.1645569620253164,1990-1999
Azerbaijan,1996,Homme,15-24 ans,9,664700,1.353994283135249,1990-1999
Azerbaijan,1996,Homme,25-34 ans,13,647200,2.008652657601978,1990-1999
Azerbaijan,1996,Homme,35-54 ans,14,693800,2.017872585759585,1990-1999
Azerbaijan,1996,Homme,5-14 ans,0,838400,0,1990-1999
Azerbaijan,1996,Homme,55-74 ans,19,383100,4.959540589924302,1990-1999
Azerbaijan,1996,Homme,75+ ans,1,36700,2.7247956403269753,1990-1999
Azerbaijan,1997,Femme,15-24 ans,6,628600,0.9545020680878141,1990-1999
Azerbaijan,1997,Femme,25-34 ans,4,673000,0.5943536404160475,1990-1999
Azerbaijan,1997,Femme,35-54 ans,8,755500,1.0589013898080741,1990-1999
Azerbaijan,1997,Femme,5-14 ans,0,800800,0,1990-1999
Azerbaijan,1997,Femme,55-74 ans,3,470100,0.6381620931716656,1990-1999
Azerbaijan,1997,Femme,75+ ans,0,95400,0,1990-1999
Azerbaijan,1997,Homme,15-24 ans,7,669400,1.0457125784284433,1990-1999
Azerbaijan,1997,Homme,25-34 ans,21,651900,3.2213529682466633,1990-1999
Azerbaijan,1997,Homme,35-54 ans,34,698800,4.865483686319405,1990-1999
Azerbaijan,1997,Homme,5-14 ans,0,844400,0,1990-1999
Azerbaijan,1997,Homme,55-74 ans,24,386200,6.214396685655101,1990-1999
Azerbaijan,1997,Homme,75+ ans,0,37100,0,1990-1999
Azerbaijan,1998,Femme,15-24 ans,3,662900,0.45255694674913266,1990-1999
Azerbaijan,1998,Femme,25-34 ans,0,710000,0,1990-1999
Azerbaijan,1998,Femme,35-54 ans,6,793900,0.7557626905151782,1990-1999
Azerbaijan,1998,Femme,5-14 ans,0,844700,0,1990-1999
Azerbaijan,1998,Femme,55-74 ans,4,491600,0.8136696501220505,1990-1999
Azerbaijan,1998,Femme,75+ ans,2,96900,2.063983488132095,1990-1999
Azerbaijan,1998,Homme,15-24 ans,2,702100,0.2848597065945022,1990-1999
Azerbaijan,1998,Homme,25-34 ans,12,683600,1.7554125219426566,1990-1999
Azerbaijan,1998,Homme,35-54 ans,18,732200,2.458344714558864,1990-1999
Azerbaijan,1998,Homme,5-14 ans,1,886300,0.1128286133363421,1990-1999
Azerbaijan,1998,Homme,55-74 ans,8,403500,1.982651796778191,1990-1999
Azerbaijan,1998,Homme,75+ ans,0,36700,0,1990-1999
Azerbaijan,1999,Femme,15-24 ans,2,670100,0.29846291598268915,1990-1999
Azerbaijan,1999,Femme,25-34 ans,2,717700,0.27866796711717984,1990-1999
Azerbaijan,1999,Femme,35-54 ans,4,802500,0.49844236760124605,1990-1999
Azerbaijan,1999,Femme,5-14 ans,0,853800,0,1990-1999
Azerbaijan,1999,Femme,55-74 ans,2,497100,0.4023335345001006,1990-1999
Azerbaijan,1999,Femme,75+ ans,0,97900,0,1990-1999
Azerbaijan,1999,Homme,15-24 ans,6,706900,0.8487763474324516,1990-1999
Azerbaijan,1999,Homme,25-34 ans,10,688200,1.4530659691950014,1990-1999
Azerbaijan,1999,Homme,35-54 ans,19,737000,2.5780189959294435,1990-1999
Azerbaijan,1999,Homme,5-14 ans,0,892200,0,1990-1999
Azerbaijan,1999,Homme,55-74 ans,9,406100,2.216202905688254,1990-1999
Azerbaijan,1999,Homme,75+ ans,0,36900,0,1990-1999
Azerbaijan,2000,Femme,15-24 ans,4,738550,0.541601787285898,2000-2009
Azerbaijan,2000,Femme,25-34 ans,3,677500,0.44280442804428044,2000-2009
Azerbaijan,2000,Femme,35-54 ans,3,1000200,0.2999400119976005,2000-2009
Azerbaijan,2000,Femme,5-14 ans,1,878950,0.11377211445474715,2000-2009
Azerbaijan,2000,Femme,55-74 ans,3,434150,0.6910054128757342,2000-2009
Azerbaijan,2000,Femme,75+ ans,2,83300,2.4009603841536613,2000-2009
Azerbaijan,2000,Homme,15-24 ans,11,736900,1.4927398561541594,2000-2009
Azerbaijan,2000,Homme,25-34 ans,11,607350,1.811146785214456,2000-2009
Azerbaijan,2000,Homme,35-54 ans,14,931050,1.503678642392997,2000-2009
Azerbaijan,2000,Homme,5-14 ans,0,928050,0,2000-2009
Azerbaijan,2000,Homme,55-74 ans,9,361300,2.49100470523111,2000-2009
Azerbaijan,2000,Homme,75+ ans,1,37950,2.635046113306983,2000-2009
Azerbaijan,2001,Femme,15-24 ans,8,759350,1.0535326265885296,2000-2009
Azerbaijan,2001,Femme,25-34 ans,23,669850,3.433604538329477,2000-2009
Azerbaijan,2001,Femme,35-54 ans,16,1052500,1.520190023752969,2000-2009
Azerbaijan,2001,Femme,5-14 ans,7,862100,0.8119707690523141,2000-2009
Azerbaijan,2001,Femme,55-74 ans,21,431400,4.867872044506258,2000-2009
Azerbaijan,2001,Femme,75+ ans,6,85900,6.984866123399302,2000-2009
Azerbaijan,2001,Homme,15-24 ans,56,766400,7.306889352818372,2000-2009
Azerbaijan,2001,Homme,25-34 ans,40,603150,6.631849457017325,2000-2009
Azerbaijan,2001,Homme,35-54 ans,79,975300,8.10007177278786,2000-2009
Azerbaijan,2001,Homme,5-14 ans,24,913150,2.628264797678366,2000-2009
Azerbaijan,2001,Homme,55-74 ans,34,357250,9.517144856543036,2000-2009
Azerbaijan,2001,Homme,75+ ans,3,41650,7.202881152460985,2000-2009
Azerbaijan,2002,Femme,15-24 ans,1,781100,0.12802458071949813,2000-2009
Azerbaijan,2002,Femme,25-34 ans,3,666300,0.45024763619991,2000-2009
Azerbaijan,2002,Femme,35-54 ans,8,1096350,0.7296939845852146,2000-2009
Azerbaijan,2002,Femme,5-14 ans,0,836300,0,2000-2009
Azerbaijan,2002,Femme,55-74 ans,6,433050,1.3855213023900241,2000-2009
Azerbaijan,2002,Femme,75+ ans,1,89000,1.1235955056179776,2000-2009
Azerbaijan,2002,Homme,15-24 ans,9,795800,1.130937421462679,2000-2009
Azerbaijan,2002,Homme,25-34 ans,7,603300,1.1602850986242335,2000-2009
Azerbaijan,2002,Homme,35-54 ans,32,1011850,3.1625240895389632,2000-2009
Azerbaijan,2002,Homme,5-14 ans,4,889500,0.449690837549185,2000-2009
Azerbaijan,2002,Homme,55-74 ans,19,357550,5.3139421059991605,2000-2009
Azerbaijan,2002,Homme,75+ ans,2,45600,4.385964912280701,2000-2009
Azerbaijan,2003,Femme,15-24 ans,9,802400,1.1216350947158524,2000-2009
Azerbaijan,2003,Femme,25-34 ans,3,663050,0.4524545660206621,2000-2009
Azerbaijan,2003,Femme,35-54 ans,12,1137200,1.055223355610271,2000-2009
Azerbaijan,2003,Femme,5-14 ans,1,800750,0.12488292226038089,2000-2009
Azerbaijan,2003,Femme,55-74 ans,7,435950,1.605688725771304,2000-2009
Azerbaijan,2003,Femme,75+ ans,4,94450,4.235044997353097,2000-2009
Azerbaijan,2003,Homme,15-24 ans,17,823850,2.0634824300540147,2000-2009
Azerbaijan,2003,Homme,25-34 ans,12,604700,1.9844551017033238,2000-2009
Azerbaijan,2003,Homme,35-54 ans,40,1045100,3.827384939240264,2000-2009
Azerbaijan,2003,Homme,5-14 ans,7,856250,0.8175182481751825,2000-2009
Azerbaijan,2003,Homme,55-74 ans,14,359800,3.891050583657588,2000-2009
Azerbaijan,2003,Homme,75+ ans,3,50900,5.893909626719057,2000-2009
Azerbaijan,2004,Femme,15-24 ans,4,823000,0.48602673147023084,2000-2009
Azerbaijan,2004,Femme,25-34 ans,4,662000,0.6042296072507553,2000-2009
Azerbaijan,2004,Femme,35-54 ans,11,1176300,0.9351355946612259,2000-2009
Azerbaijan,2004,Femme,5-14 ans,1,762050,0.13122498523718917,2000-2009
Azerbaijan,2004,Femme,55-74 ans,5,439850,1.1367511651699442,2000-2009
Azerbaijan,2004,Femme,75+ ans,5,99600,5.020080321285141,2000-2009
Azerbaijan,2004,Homme,15-24 ans,10,851350,1.1746050390556175,2000-2009
Azerbaijan,2004,Homme,25-34 ans,15,608900,2.463458696009197,2000-2009
Azerbaijan,2004,Homme,35-54 ans,40,1076600,3.7154003343860302,2000-2009
Azerbaijan,2004,Homme,5-14 ans,6,819600,0.7320644216691069,2000-2009
Azerbaijan,2004,Homme,55-74 ans,7,362100,1.9331676332504835,2000-2009
Azerbaijan,2004,Homme,75+ ans,0,56900,0,2000-2009
Azerbaijan,2007,Femme,15-24 ans,5,872100,0.5733287467033596,2000-2009
Azerbaijan,2007,Femme,25-34 ans,2,680650,0.2938367736722251,2000-2009
Azerbaijan,2007,Femme,35-54 ans,5,1267550,0.3944617569326654,2000-2009
Azerbaijan,2007,Femme,5-14 ans,0,644000,0,2000-2009
Azerbaijan,2007,Femme,55-74 ans,1,462700,0.21612275772638861,2000-2009
Azerbaijan,2007,Femme,75+ ans,1,118150,0.8463817181548878,2000-2009
Azerbaijan,2007,Homme,15-24 ans,3,913150,0.3285330997097958,2000-2009
Azerbaijan,2007,Homme,25-34 ans,8,647850,1.2348537470093386,2000-2009
Azerbaijan,2007,Homme,35-54 ans,15,1146950,1.3078163825798859,2000-2009
Azerbaijan,2007,Homme,5-14 ans,4,711200,0.562429696287964,2000-2009
Azerbaijan,2007,Homme,55-74 ans,8,381400,2.097535395909806,2000-2009
Azerbaijan,2007,Homme,75+ ans,3,75400,3.9787798408488064,2000-2009
Bahamas,1980,Femme,15-24 ans,0,21400,0,1980-1989
Bahamas,1980,Femme,25-34 ans,0,15000,0,1980-1989
Bahamas,1980,Femme,35-54 ans,0,19400,0,1980-1989
Bahamas,1980,Femme,5-14 ans,0,24600,0,1980-1989
Bahamas,1980,Femme,55-74 ans,0,8600,0,1980-1989
Bahamas,1980,Femme,75+ ans,0,1700,0,1980-1989
Bahamas,1980,Homme,15-24 ans,1,21700,4.608294930875576,1980-1989
Bahamas,1980,Homme,25-34 ans,0,14000,0,1980-1989
Bahamas,1980,Homme,35-54 ans,0,20000,0,1980-1989
